Date,Ticker,Adj_Close,Daily_Gain_Pct,Forward_Gain_Pct,5_Day_MA,20_Day_MA,Positive_Day_Count,Momentum_Stock,Avg_Daily_Gain_5,Momentum_Score
2013-05-15 00:00:00,TSLA,5.656000137329102,0.019221596530957896,0.08734086740521341,5.360533237457275,3.9777999997138975,4.0,1,0.09222255680678974,0.12428027579105158
2004-10-27 00:00:00,GOOGL,4.626159191131592,0.022937157285924936,0.03941491434697553,4.363122224807739,3.6859894037246703,4.0,1,0.059491110509971044,0.0704198949086118
2003-05-09 00:00:00,AAPL,0.27468422055244446,0.01666618684038368,0.014208289514241912,0.2627961724996567,0.21917693987488746,5.0,1,0.04923878394251839,0.05903798075663334
2001-04-16 00:00:00,AMZN,0.7014999985694885,-0.04362645545846899,0.050605830447344013,0.6521000027656555,0.5339124977588654,4.0,1,0.1153526386703976,0.14088723585182816
2000-10-23 00:00:00,MSFT,19.041479110717773,-0.046979819001734424,-0.010059881487123556,17.861444854736327,17.491725635528564,4.0,1,0.045894105688797614,0.046864160517866967
