Date,Ticker,Adj_Close,Daily_Gain_Pct,Forward_Gain_Pct,MA5,Signal
2025-08-15 00:00:00,TSLA,330.5599975585937,-0.0149591430196652,,337.0779968261719,1
2025-08-15 00:00:00,MSFT,520.1699829101562,-0.0044212173574982,,522.847998046875,1
2025-08-15 00:00:00,AMZN,231.02999877929688,0.0002164821745722,,225.8679992675781,0
2025-08-15 00:00:00,GOOGL,203.8999938964844,0.0047304200430138,,202.62799987792968,0
2025-08-15 00:00:00,AAPL,231.58999633789065,-0.0051121335494743,,230.9059967041016,0
2025-08-14 00:00:00,AAPL,232.77999877929688,-0.0023571895917441,-0.0051121335494743,230.40599975585937,0
2025-08-14 00:00:00,GOOGL,202.94000244140625,0.0048524247126189,0.0047304200430138,202.1320007324219,0
2025-08-14 00:00:00,TSLA,335.5799865722656,-0.0111969422354715,-0.0149591430196652,336.89599609375,1
2025-08-14 00:00:00,AMZN,230.97999572753903,0.0285892333396118,0.0002164821745722,224.2,0
2025-08-14 00:00:00,MSFT,522.47998046875,0.003649704784151,-0.0044212173574982,523.2219970703125,1
2025-08-13 00:00:00,MSFT,520.5800170898438,-0.0163630362488219,0.003649704784151,522.8940063476563,1
2025-08-13 00:00:00,GOOGL,201.9600067138672,-0.0067866118268749,0.0048524247126189,200.8480010986328,0
2025-08-13 00:00:00,AAPL,233.3300018310547,0.0160244199101919,-0.0023571895917441,227.80611267089844,0
2025-08-13 00:00:00,AMZN,224.55999755859372,0.0139522116804042,0.0285892333396118,222.6300018310547,0
2025-08-13 00:00:00,TSLA,339.3800048828125,-0.0042835097722239,-0.0111969422354715,334.23399658203124,1
2025-08-12 00:00:00,TSLA,340.8399963378906,0.0053387533997308,-0.0042835097722239,330.3399963378906,1
2025-08-12 00:00:00,GOOGL,203.33999633789065,0.0116417728253264,-0.0067866118268749,199.6739990234375,0
2025-08-12 00:00:00,MSFT,529.239990234375,0.0143165962464379,-0.0163630362488219,523.7660034179687,1
2025-08-12 00:00:00,AMZN,221.47000122070312,0.0007681796954406,0.0139522116804042,222.18000183105468,0
2025-08-12 00:00:00,AAPL,229.6499938964844,0.0108724416776797,0.0160244199101919,223.74176330566405,0
2025-08-11 00:00:00,MSFT,521.77001953125,-0.0005171222654515,0.0143165962464379,523.4680053710938,1
2025-08-11 00:00:00,GOOGL,201.0,-0.0020851860429123,0.0116417728253264,197.93999938964845,0
2025-08-11 00:00:00,AAPL,227.17999267578125,-0.0083374168414688,0.0108724416776797,218.349755859375,0
2025-08-11 00:00:00,AMZN,221.3000030517578,-0.0062418580735978,0.0007681796954406,220.6360015869141,0
2025-08-11 00:00:00,TSLA,339.0299987792969,0.0284544366949328,0.0053387533997308,323.91599731445314,1
2025-08-08 00:00:00,AAPL,229.0900115966797,0.0423579232853814,-0.0083374168414688,213.53765563964845,0
2025-08-08 00:00:00,GOOGL,201.4199981689453,0.0249338173720516,-0.0020851860429123,196.747998046875,0
2025-08-08 00:00:00,MSFT,522.0399780273438,0.0023038766415852,-0.0005171222654515,526.2420043945312,1
2025-08-08 00:00:00,TSLA,329.6499938964844,0.022900068682782,0.0284544366949328,317.9619995117188,1
2025-08-08 00:00:00,AMZN,222.69000244140625,-0.001971955504762,-0.0062418580735978,218.70599975585935,0
2025-08-07 00:00:00,GOOGL,196.5200042724609,0.0021929111255085,0.0249338173720516,194.28999938964844,0
