Date,Ticker,Adj_Close,Daily_Gain_Pct,Forward_Gain_Pct,MA10,MA5,Signal
2025-08-15 00:00:00,TSLA,330.5599975585937,-0.0149591430196652,,327.51999816894534,337.0779968261719,1
2025-08-15 00:00:00,AMZN,231.02999877929688,0.0002164821745722,,222.2869995117188,225.8679992675781,1
2025-08-15 00:00:00,GOOGL,203.8999938964844,0.0047304200430138,,199.68799896240236,202.62799987792968,1
2025-08-15 00:00:00,AAPL,231.58999633789065,-0.0051121335494743,,222.221826171875,230.9059967041016,1
2025-08-15 00:00:00,MSFT,520.1699829101562,-0.0044212173574982,,524.5450012207032,522.847998046875,1
2025-08-14 00:00:00,AAPL,232.77999877929688,-0.0023571895917441,-0.0051121335494743,219.2778854370117,230.40599975585937,1
2025-08-14 00:00:00,GOOGL,202.94000244140625,0.0048524247126189,0.0047304200430138,198.21100006103515,202.1320007324219,1
2025-08-14 00:00:00,TSLA,335.5799865722656,-0.0111969422354715,-0.0149591430196652,324.7269989013672,336.89599609375,1
2025-08-14 00:00:00,AMZN,230.97999572753903,0.0285892333396118,0.0002164821745722,220.65899963378905,224.2,1
2025-08-14 00:00:00,MSFT,522.47998046875,0.003649704784151,-0.0044212173574982,524.9390014648437,523.2219970703125,1
2025-08-13 00:00:00,AAPL,233.3300018310547,0.0160244199101919,-0.0023571895917441,216.7333557128906,227.80611267089844,1
2025-08-13 00:00:00,TSLA,339.3800048828125,-0.0042835097722239,-0.0111969422354715,321.9959991455078,334.23399658203124,1
2025-08-13 00:00:00,AMZN,224.55999755859372,0.0139522116804042,0.0285892333396118,220.9720001220703,222.6300018310547,1
2025-08-13 00:00:00,GOOGL,201.9600067138672,-0.0067866118268749,0.0048524247126189,197.10699920654295,200.8480010986328,1
2025-08-13 00:00:00,MSFT,520.5800170898438,-0.0163630362488219,0.003649704784151,526.0410034179688,522.8940063476563,1
2025-08-12 00:00:00,TSLA,340.8399963378906,0.0053387533997308,-0.0042835097722239,319.9619995117188,330.3399963378906,1
2025-08-12 00:00:00,GOOGL,203.33999633789065,0.0116417728253264,-0.0067866118268749,196.56399841308595,199.6739990234375,1
2025-08-12 00:00:00,MSFT,529.239990234375,0.0143165962464379,-0.0163630362488219,525.3070007324219,523.7660034179687,1
