Date,Ticker,Adj_Close,Daily_Gain_Pct,Forward_Gain_Pct,MA5
2025-08-15 00:00:00,TSLA,330.55999755859375,-0.014959143019665277,,337.0779968261719
2025-08-15 00:00:00,MSFT,520.1699829101562,-0.0044212173574982305,,522.847998046875
2025-08-15 00:00:00,AMZN,231.02999877929688,0.00021648217457226338,,225.8679992675781
2025-08-15 00:00:00,GOOGL,203.89999389648438,0.004730420043013828,,202.62799987792968
2025-08-15 00:00:00,AAPL,231.58999633789062,-0.005112133549474374,,230.90599670410157
2025-08-14 00:00:00,AAPL,232.77999877929688,-0.0023571895917441354,-0.005112133549474374,230.40599975585937
2025-08-14 00:00:00,GOOGL,202.94000244140625,0.00485242471261893,0.004730420043013828,202.1320007324219
2025-08-14 00:00:00,TSLA,335.5799865722656,-0.011196942235471519,-0.014959143019665277,336.89599609375
2025-08-14 00:00:00,AMZN,230.97999572753906,0.02858923333961183,0.00021648217457226338,224.2
2025-08-14 00:00:00,MSFT,522.47998046875,0.0036497047841510533,-0.0044212173574982305,523.2219970703125
2025-08-13 00:00:00,MSFT,520.5800170898438,-0.01636303624882196,0.0036497047841510533,522.8940063476563
2025-08-13 00:00:00,GOOGL,201.9600067138672,-0.0067866118268749,0.00485242471261893,200.8480010986328
2025-08-13 00:00:00,AAPL,233.3300018310547,0.01602441991019199,-0.0023571895917441354,227.80611267089844
2025-08-13 00:00:00,AMZN,224.55999755859375,0.01395221168040428,0.02858923333961183,222.6300018310547
2025-08-13 00:00:00,TSLA,339.3800048828125,-0.004283509772223915,-0.011196942235471519,334.23399658203124
2025-08-12 00:00:00,TSLA,340.8399963378906,0.005338753399730889,-0.004283509772223915,330.3399963378906
2025-08-12 00:00:00,GOOGL,203.33999633789062,0.011641772825326413,-0.0067866118268749,199.6739990234375
2025-08-12 00:00:00,MSFT,529.239990234375,0.014316596246437996,-0.01636303624882196,523.7660034179687
2025-08-12 00:00:00,AMZN,221.47000122070312,0.0007681796954406295,0.01395221168040428,222.18000183105468
2025-08-12 00:00:00,AAPL,229.64999389648438,0.010872441677679756,0.01602441991019199,223.74176330566405
2025-08-11 00:00:00,MSFT,521.77001953125,-0.0005171222654515306,0.014316596246437996,523.4680053710938
2025-08-11 00:00:00,GOOGL,201.0,-0.0020851860429123015,0.011641772825326413,197.93999938964845
2025-08-11 00:00:00,AAPL,227.17999267578125,-0.008337416841468825,0.010872441677679756,218.349755859375
2025-08-11 00:00:00,AMZN,221.3000030517578,-0.006241858073597895,0.0007681796954406295,220.63600158691406
2025-08-11 00:00:00,TSLA,339.0299987792969,0.02845443669493286,0.005338753399730889,323.91599731445314
2025-08-08 00:00:00,AAPL,229.0900115966797,0.04235792328538146,-0.008337416841468825,213.53765563964845
